CD Number,Company Name,Country Name,DUNS
1078904,"Tangshan City Meikeduo Food / Tangshan City Meikeduo Food Co.,Ltd",CN,542956299
908618,MS Iceland Dairies Limited,IS,
1017792,Arya Sea Foods Private Limited,IN,854271166
85153,Hazer Baba Gida San. Ic Ve Dis Tic. Ltd. Sti. / Buyuk Baba,TR,
836160,Spanish Food and Drink Industry Federation / Excellence of Spain,ES,562966242
1092401,"Premium Mix Group, S.L",ES,564102622
1093308,"Kunshan Sainty Y.J.Y.Corp.,Ltd.",CN,529307784
644302,Lyan Co. Ltd.,VN,555612930
868759,Olix Oil USA LLC,US,80338813
338258,Eda Organik Gida Dis Tic Ith Ihr San Ve Tic Ltd. Sti,TR,
358619,"Jamon Aneto, S.L. / Aneto Natural, S.L.",ES,460387285
1076288,Fior di Maiella srl,IT,436165473
752219,"Umenoyado Brewery Co., Ltd. / Umenoyado Shuzo Co., Ltd.",JP,703012591
1052582,Conex S.A.,GR,506970095
349797,Samherji Fiskeldi Ehf,IS,
304536,Zuegg Spa - Ag -  Raw Material Division,IT,436254820
799434,Millenium Ocean Star Corporation / Millennium Ocean Star Corporation - Cavite Plant,PH,721544039
1090814,"Dalian Yanfeng Food Co., Ltd.",CN,
1091745,Nutnacks,ES,465758912
275182,A Couple of Squares Inc.,CA,251874970
204971,"Diamond Blueberry, Inc.",US,927448498
806829,"AKW Industries USA,  Inc.",CN,542986762
531535,PT. Poly Meditra Indonesia,ID,727704954
995869,Asociacion Aldea Global Jinotega / Cgg Asociacion Aldea Global,NI,852445373
244122,Ricegrowers Limited,AU,750686922
993269,Cusmano Vini Srl,IT,434096784
267900,Alsace Biscuits Tradition,FR,572466246
1083803,Britvic Soft Drinks Ltd.,UK,
898672,"Rancho Piedra de Luz, S.A. de C.V.",MX,812804269
791409,Salvest Ltd,EE,645229899
866860,General Waffle manufactory,BE,373779917
60010,Societe Nouvelle Aveiro Maroc,MA,644962284
1070017,Lacteos Cuquerella S.L.,ES,
619680,"Plastifar, S.A.",DO,871468419
1074976,Mackie's Limited Company,UK,214482671
244098,Ricegrowers Limited,AU,744291681
677365,Hagimex JSC,VN,
896273,Leone Francesco Paolo,IT,430670221
677500,AB Kauno Grudai,LT,
1087030,D'Haubry Bakery,BE,370991310
1087728,Treasure Chocolates Ltd,UK,221341113
828681,D. Petridenas Co (Eliana Bakery),GR,503258734
1094753,Kasereigenossenschaft Rohrenmoos,CH,487086779
811748,Absara Cosmetics S.A.P.I de C.V.,MX,816161236
791354,"priMED Gushi Medical Products Manufacturing Co., Ltd.",CN,543267602
1058537,"Nestle Mexico, S.A. de C.V. / MARCAS NESTLE SA DE CV",MX,
656817,Distribution Olive Di Pitturi Sergio / Distribuzione Olive di Pitturi Sergio,IT,338753282
1065433,Gulshan Polyols Ltd.,IN,650484640
48646,Veiling Hoogstraten C.V. / Hoogstraten,BE,370586939
968112,Chau Fa Seafood Company Limited,TW,656547713
790989,Novi S.r.l.,IT,338808759
816329,Zed Candy (Dongguan) Company Limited,CN,
1072910,"EP Minerals, Llc.",US,150127330
804130,"Yangzhou Haiwang Toothbrush Co., Ltd.",CN,420772559
899085,"VLM Foods, Inc.",CA,
802157,"Starbucks Aini Coffee (Yunnan) Co., Ltd.",CN,543465924
306825,La Vencedora E Hijos S.A. de C.V.,MX,814218665
535516,Deepmala Foods Partnership,IN,868487312
1083214,Ravi Co NV/SA,BE,370654353
1085739,"Kolmar Korea Co.,Ltd. Bucheon Factory",KR,689847167
658635,CV. Indotropic Fishery / CV Indrotropic Fishery,ID,726870538
679275,New English Teas Limited,UK,295136014
830397,Catalent Pharma Solutions /  Catalent Belgium SA,BE,370696762
1092243,Zhejiang Qimei Commodity Company Limited,CN,544331136
1013856,"Royale Marine Impex, Pvt. Ltd.",IN,873622274
1072706,"Phoenix International Trading Co., Ltd.",VN,555590425
1072956,Sichuan Deyi Green Foods Group Co.,CN,547907969
383275,Aperitivos Flaper,ES,464853219
244104,Ricegrowers Limited,AU,750686766
1078376,Aldanondo Corporation,ES,471081641
86366,"Misuzu Corporation Co., Ltd.",JP,693264566
878748,Sandro Desii Actividades Gastronomicas S. L.,ES,560914012
269801,Pami S.A.,GR,728538336
688454,"Tomy (Hong Kong) Limited / Tomy International Inc., C/O RC2 (H.K.) Ltd. / Learning Curve Brands, Inc.",CN,666339643
1072682,"El Milagro, Inc.",US,956769538
373997,Crown Chemicals Pvt. Ltd.,IN,916064368
906286,Carpenter Agricultural and Manufacturing Limited,PG,761004498
325303,Josef Bernbacher & Sohn GmbH & Co. KG,DE,314203352
787714,Lina Ltd,RU,359239343
1090096,Winsmart Plastic Factory Limited,CN,548419236
1095104,"Ark-Plas Products, Inc.",US,58506676
29814,Laita / Laita SAS,FR,
950089,Frumar Marketing Private Limited,IN,859654776
1063366,Asia Aquaculture (M) Sdn. Bhd.,MY,865775415
818238,PT Bumi Menara Internusa - Dampit,ID,726874683
241134,Shandong Linshu Fangxing Foodstuffs Co Ltd.,CN,544971450
1077108,Ben Mart Food Industries Sdn Bhd,MY,894197540
1079156,"Kingodo Seika Co., Ltd",JP,692468879
820354,Tastyfood Industries (s) Pte Ltd.,SG,
127468,Enjay Converters Ltd,CA,244231452
277666,Nordsalse SRL,IT,560873346
1063742,Lansdale Warehouse Co. Inc.,US,787844336
470231,"Chien Ti Enterprise Co., Ltd.",TW,656139839
894604,"Huazhou Boao Aquatic Products Co., Ltd.",CN,543262552
706718,"Bartlett Distribution Services, LLC.",US,118939550
195082,Campomar Nature SI,ES,466787900
335940,Agricola Belvedere SAC,IT,338837015
240675,Hero Ag / Hero,CH,480003607
668997,Pavlos Cakes Industry Ltd.,CY,644328437
1062094,"Sea Fly Trading Co., Ltd.",TW,656215385
835504,"Fenghua Dabu Frozen Foodstuff Co., Ltd.",CN,
1063661,Molter Family Orchards,US,58303894
1026977,Sky Thomsa Food Industries Sdn Bhd,MY,534410775
433632,Mono Azul S.A.C.I. y A.,AR,979684433
1072911,"EP Minerals, Llc.",US,79525777
827409,Wonberta General Import & Export P.L.C.,ET,850512584
1080101,Keur Hadim Los Angeles Inc.,US,69959584
96767,Pallini S.p.A.,IT,430005942
739837,Soulgenie Health Pathways LLP,IN,864388612
649183,Sekem,EG,850497352
83651,"Juver Alimentacion, S.L.",ES,466956112
895750,La Nuez S.R.L.,PE,
608840,Botanic Oil Innovations Inc. / Botanic Innovations LLC,US,154601392
244113,Ricegrowers Limited,AU,750686772
877588,I.F.F. SpA,IT,339196049
644048,"Kimura Drink Co., Ltd.",JP,717583590
251905,Industrias Frigorificas Recreo SAIC,AR,971192364
1085693,Italiana Vera SRL,IT,434619109
1087055,"Fitopharma Pharmaceutical Co., Ltd",VN,555235731
1089052,Stayia Farm,GR,523477187
55586,"Inter-Oceanic Resources Co., Ltd.",TH,671894067
1061481,Dhaval Agri Exports,IN,916190351
827007,"Fuzhou Fujing Foods Co., Ltd.",CN,527213592
1061925,"Colourflex Laminators, Ltd.",IN,859650117
397998,"Scanlan International, Inc.",US,23055619
1069169,Benebolo Sociedade De Confeitaria E Pastelaria Lda,PT,450239160
1070644,Pt.Kuala Pangan,ID,729029483
955561,Negocio Agricola San Enrique SA de CV,MX,813140175
244102,Ricegrowers Limited,AU,750686765
799285,Terrafertil S.A.,EC,935284505
1001639,Red Lotus Australia,AU,740749842
1083638,"Salba Smart Natural Products, LLC.",US,829927180
271417,ROKA Cheese Crispies,NL,413782327
1090811,Centre Island Seafoods Ltd,NZ,590180469
996152,Hoffmann Neopac AG,CH,481725583
824935,Agricola El Cerrito S.A,CL,931506318
1072709,Golden Town Apple Products Div. of A. Lassonde Inc.,CA,205562106
1073118,Rauner Fruit Juice Concentrates eK,DE,
613121,Good Belly by Nextfoods,US,556490949
762609,Austral Fisheries Pty Ltd,AU,
622447,Balpe Sas / Balpe S.A.,FR,391773975
312245,"Conservas Serrats, S.A. / Hijos de Jose Serrats, S.A.",ES,461133183
829328,Ranise Agroalimentare Presented By Az. Spec.Riviera Dei Fiori,IT,387592350
827172,Kerry Ingredients (M) Sdn Bhd,MY,534410671
578233,Joc Great Wall Corp. China,CN,546944240
82003,Maes Honey,ES,513505958
289538,"Fuji Oil Co., Ltd.",JP,692747752
793901,Henan Dancheng Huanyu Pet Supplies Factory,CN,544362993
31061,Mezap S.A.,GR,499624737
869646,"Changzhou Dailys Care Products Co., Ltd.",CN,546993925
990918,Thomas Foods International Pty Limited,AU,751684429
486866,"Dongshan Dongyi Foods Co., Ltd.",CN,526981945
1067629,Tai Sun Lim Kee Food Industries (M) SDN. BHD.,MY,596449442
1070317,Agualima S.A.C.,PE,670267769
704846,"Hebei Qimei Agriculture Science and Technology co., Ltd",CN,
705382,Unga Limited / Muthama,KE,643517378
29763,Furniss (Proper Cornish) Limited,UK,516187627
928445,MLA Inc. Pvt. Ltd.,NP,851780822
1090091,"Foshan Liang Ji Toys & Food Co., Ltd.",CN,544375460
1090824,"Li Ying Seafood Co., Ltd.",TW,656048488
951610,"Grand Harvest Seafoods Co., Ltd.",TW,657032905
755917,The Vines of Mendoza / The Vines Resort & Spa S.r.l. / The Vines Of Argentina,AR,979660230
1091897,"Kovas Co., Ltd.",KR,688783559
1092196,"Soonest Express, Inc.",US,79886611
1095174,Ernst Oettli AG,CH,480281497
402093,"MTI-Medical Technique, Inc.",US,790514756
748014,"Quesos Corcuera, S.L.",ES,463598693
648651,LA Maison D'Armorine,FR,269440582
875246,Masters Best Friend,CA,250547189
1072912,"EP Minerals, Llc.",US,79404285
244121,Ricegrowers Limited,AU,750686774
78586,Bister S.A. / ETS Bister,BE,398771691
980671,"Noour, Inc.",US,
1066400,Infiniti Labs LLC,US,836575451
1055076,Britannia Dairy Private Limited / Britannia Industries Limited.,IN,859651953
1041256,"Jiangsu Yuye Food Co., Ltd.",CN,544303846
789734,"Hazienda La Rambla, S.L.Traditional Natural Foods",ES,461625534
848855,"Geodis USA, Inc. / OHL International",US,
973212,Jumi AG Ltd.,CH,483151598
1071556,"Rita Food and Drink Co., Ltd.",VN,555241720
1072724,Tate & Lyle Ingredients Americas Llc.,US,40286080
575975,Quy Nhon Food Enterprise,VN,
787137,Mascopex Joint Stock Company- Gia Lai Branch,VN,556388110
642184,Almondeli SL,ES,460980122
792941,Delifrost S.A,CR,815740542
1091203,"Hipp UK, Ltd.",UK,640955196
1091306,"Xinjiang Fufeng Biotechnologies Co., Ltd.",CN,
1091573,Batory Foods,US,59839366
1091886,"Dae Young Foods Co., Ltd.",KR,688459379
811629,"Dong-Oh Food Co., Ltd.",KR,688226688
902979,Trung Thanh Private Enterprise,VN,556090981
236202,Agricola Chapi S.A.,PE,934096225
1069255,Karang Sari / Karangsari UD Alamat,ID,727600376
1073272,"Dechang Yuankun Green Fruit Co.,Ltd.",CN,543049497
380348,Caseificio Dell' Alta Langa SRL,IT,444544621
86620,Taizhou Overseas Int'l Ltd.,CN,654674001
1078015,Leman Cake Decorations bvba,BE,297427593
799466,Packint Srl / Pura Delizia,IT,439157384
1001337,Uje LLC,HR,672872603
75511,"Interamerican Quality Foods, Inc.",US,147136998
1085647,"B.T. Spaceship Co., Ltd.",TH,671650644
788440,Cozzo Food Industries (M) Sdn Bhd,MY,865790794
1086888,Azienda Agricola Mancini Societa' Agricola Semplice,IT,
956736,Mieles Campos Azules S.A. de C.V.,MX,816510309
1090332,Zuna Corporation,KR,690150011
1091571,Batory Foods,US,79110781
738665,PEZ Production Europe / PEZ AG,AT,300185220
856887,Dubois Natural Esters Sdn Bhd,MY,652786922
1077995,Union de Cooperativas Agropecuarias de Credito y Servicios Unidas de Mancotal RL,NI,816739899
527778,"Ritrovo Italian Regional Foods, Llc.",US,166312061
906697,Agricola Campillay SpA,CL,815636222
1087588,Stuhmer KFT,HU,401168872
240724,"Worldpan, Sl (Papas Argente)",ES,462521920
677150,Gillot SAS,FR,274271048
634973,Indena S.P.A.,IT,441540325
566603,"Chiang Pao Industrial Co., Ltd.",TW,657292942
863581,Zhejiang Vinea Cosmetics Company Limited,CN,421373433
267514,Sichuan Baijia Food Company Ltd,CN,544958304
992463,"Neihuang Xinglong Agricultural Product Company, Ltd.",CN,543270927
895040,"Grupo Penaflora, S.A.",AR,
679074,Molino Soncini Cesare S.R.L.,IT,435115738
1029058,Comercializadora Azul Profundo S.A.,CL,980763937
560325,Mekong Joint Stock Company,VN,555323935
960465,Haprosimex Saigon,VN,555277479
789864,Ecovinal International,IN,918514753
1085434,Ganesh Intertrade Company Limited,TH,661737912
1088515,Prince Waffles,US,75331661
1068880,Appol Spolka z ograniczona odpowiedzialnoscia Sp. K.,PL,422417233
402828,Microlife Corp.,TW,657588588
99091,Nuovo Pastificio Vietri Spa,IT,
1008177,"Shuang Yeh Foods Co., Ltd.",TW,656211414
1082748,The Select Brand S.L.,ES,467758961
1084019,"Castesa SA DE CV / Castelo de la Rosa, Juan Antonio",MX,812813384
941966,Farhan Agro Processor,BD,559651069
648537,"Taiwan Smile Food Co., Ltd.",TW,656578676
1092262,"Chongqing Daxin Pharmaceutical Co., Ltd.",CN,421297606
861500,Comensoli Foods Inc.,CA,203464797
450702,Casarecci Di Calabria S.R.L.,IT,447252730
234781,Arluy SL Galletas / Arluy Biscuits,ES,461242752
1055627,"Ri Shun Tea Industry Co., Ltd.",TW,656116856
1061546,Gelagri Iberica S.L.,ES,466089641
786468,Sudmaris Chile Sociedad Anonima,CL,981097322
793349,Agricola y Frutera Curacavi S.A.,CL,954164783
299229,Les Celliers Jean D Alibert,FR,
96208,Naik Frozen Foods Pvt Ltd,IN,675976643
1049998,Far East Import-Export (Serdang) Sdn Bhd,MY,652273210
725144,"Unicity International, Inc.",US,187059332
1087070,Hijos y Sobrinos de Pedro Sanchez S.L.,ES,513752428
915597,Mahesh Agro Food Industries,IN,676502122
701113,Longhai Gelin Foods Company Limited,CN,547654421
83992,"Fish House Foods, Inc. / Orval Kent Foods / Reser's Fine Foods Inc / Fresh Creative Foods",US,15388662
1061499,Poitou Chevre SA,FR,267112252
575384,"Laiwu Dunsunrise Foods Co., Ltd.",CN,528116846
922475,Cape Fruit Processors (Pty) Ltd,ZA,539110474
452989,"Gallant Ocean (Vietnam) Co., Ltd.",VN,555243643
1029980,Sahsultan Sekerleme Gida San. ve Tic Ltd. Sti,TR,519802340
355099,Interfoods G.P.,GR,503262576
866574,Whitefields Overseas,IN,650608446
656215,PT Java Peppers Industries,ID,726967172
345356,Favols SAS,FR,383193455
1089610,"Pet Brands, Inc.",US,169573255
1091090,"Chifeng Pharmaceutical Co.,Ltd.",CN,
706516,"Suzhou Win Health International Co., Ltd.",CN,548474569
531815,"Resource Optimization and Innovation, LLC. / ROi, Consolidated Service Center (CSC)",US,930008953
1072716,Wonderful Citrus Packing Llc.,US,79982269
1073120,Sbt Marketing (2009) Ltd.,NZ,590849071
679655,Alberto de Miguel S.A.,ES,461297541
659786,"Beijing M&B Electronic Instruments Co., Ltd.",CN,530320212
79794,S.A. Brasserie de l'Abbaye du Val-Dieu / Brasserie de l'Abbaye du Val-Dieu S.A.,BE,375703147
655639,"B. C. Foods (Gansu) Co., Ltd. / Jiuquan Dunhuang Foods (Gansu) Co., Ltd.",CN,545506948
1086908,Campbells Fudge Limited,UK,217150301
874692,Samay Agro Products,IN,861062480
307752,Zhangzhou Hsienpin Frozen Foods Co. Ltd,CN,528006599
1062268,Hai Son Foods Company Limited,VN,
84286,"Manner, Josef, & Comp. AG / Josef Manner & Company",AT,300131075
791937,"Arkar OO Co., Ltd.",MM,659554906
1071462,"Wilmar Spring Fruit Nutrition Products (Jiangsu) Co., Ltd.",CN,527193486
1072445,Kon-Rol S.Talatzidis-A.Gatsia-G.Tsougos Co,GR,499716160
1072725,Tate & Lyle Ingredients Americas Llc.,US,135450117
1073752,Century Packing Corp.,US,90174194
817980,Nestle India Ltd.,IN,676630140
51956,"Conservas Bajamar, S.A.",ES,460141310
1001411,Alisur SAC,PE,664789722
95343,Inmobiliaria e Inversiones Dos Mil SA,GT,816179822
837218,Prasanthi Cashew Company Pvt Ltd,IN,877264745
652369,Nuova Sarda Industria Casearia SRL,IT,440892420
1081056,Buga Lt,LT,360409683
1080173,Bend Research Inc.,US,79826372
946603,Sandro Vanini S.A.,CH,480105386
794424,"Authentic Thai Spa Co., Ltd.",TH,671625312
907009,"Haimen Shengbang Laboratory Equipment Co., Ltd.",CN,542977142
29638,Fromagerie Papillon,FR,267261216
310047,"Cooperativa Agricola Integral Union de Cuatro Pinos, R.L.",GT,846098465
643371,"Zhuhai Camay Food Co., Ltd",CN,544343634
105256,Cantarelli 1876 S.R.L.,IT,432343487
1083998,"Sapna Foods, Inc.",US,57612173
840013,"Zhejiang Youquan Care Products Technology Co., Ltd.",CN,421318425
358624,"Jamones Aljomar, S.A.",ES,465836948
330973,Ecofrost S.A.,BE,372041256
1088986,Elnakhleh Coffee / Sons of Rafik Nakhleh Ltd.,IL,600461487
1089516,"Mind Body And Soul Co., Limited",CN,680174935
88598,"Premium Iowa Pork, LLC",US,48205129
739369,Puerto Ancona S.A / Stanmore Santiago Alfred,AR,971505607
903108,Unicorn Natural Products Pvt Ltd,IN,859655058
840005,Ikbal Sekerleme Gida Sanayi Ve Ticaret Anonim Sirketi,TR,566676295
828041,Hella Bitter LLC,US,12088144
1087189,Keejays Limited,UK,291755577
648536,Hwa Tai Industries Berhad,MY,652043605
1093480,Prime Foods S.A.S.,CO,881164656
1095085,"Livzon Group (Ningxia) Pharmaceutical Co., Ltd. / Livzon Ningxia New North River Pharmaceutical Co., Ltd.",CN,543265333
1095513,"Kalmia Distributors, Inc.",US,789017865
36017,"McCormick & Company, Inc.",US,
1095648,Corporation Novotaste Inc,CA,242502537
285126,Burts Potato Chips Ltd.,UK,770273696
1070110,Primore S.R.L.,AR,
1070651,Enzafruit New Zealand International Limited,NZ,594790610
727480,"Performance Food Group, Inc.",US,965814408
1030160,"Longnan Great Wall Fruit Juice and Beverage Co. Ltd / Longnan Great Wall Fruit Juice & Bererage Co.,Ltd.",CN,528183673
855966,Munnangi Seafoods Private Limited,IN,650905487
762593,Austral Fisheries Pty Ltd,AU,
762598,Austral Fisheries Pty Ltd,AU,
884098,"Acetaia Cazzola e Fiorini, S.r.l.",IT,434838168
968307,"Hikari Miso Co., Ltd.",JP,691972119
1081475,"Wuxi Jinnong Biotechnology Co., Ltd.",CN,560065603
816259,"Hunan Tea Group Co., Ltd.",CN,
1083469,Piscicola El Rosario,CO,881840534
994769,Revillon Chocolatier,FR,260599215
796508,BGR International,IN,650736056
995377,Noberasco S.p.a.,IT,428731897
1091492,Rowland Seeds Inc.,CA,259554038
773860,"Ventura Coastal, LLC",US,800978256
76935,Madhav Agro Foods Pvt. Ltd.,IN,920386401
819407,"Alimentos Sanol, S.A. De C.V.",MX,951583411
1071028,McRae Cold Storage Inc.,CA,249860842
911657,Food Inc S.A.C,PE,935549454
1072966,"Thirty Eight Co., Ltd.",JP,691021552
713682,Minato Japan Corporation,JP,710931911
89669,Sun Land Products of California Cooperative,US,143056393
346208,"Beecher's Handmade Cheese, LLC.",US,24969746
1055418,OMS Group Gida San. Tic. Ltd. Sti.,TR,533126976
826440,SDZ CHA SARL,MZ,559906171
867396,Rochale Frozen Baked Goods Ltd,IL,532044265
78314,Oerlemans Foods NL BV,NL,402477913
1088031,"Aseedbrew Co., Ltd.",JP,710656232
1090826,Bongusto,NZ,
845138,Sibas Gida Sanayi Ve Ticaret A.S.,TR,
652530,Be-Long Corporation,CN,528195435
79336,Unimer Groupe Unimer / VCR - Top Food,MA,354252510
534040,Mangala Marine Exim India Private Limited,IN,676061505
1070099,Musson Food Factory,JM,816427324
236585,Bafna Enterprises / Black Pepper Whole,IN,677611067
277727,Star S.P.A. / Star spa,IT,514289748
978272,"Taian Optimum Foods Technology Co., Ltd.",CN,544399297
317110,PT. Manohara Asri,ID,729098244
967700,Biores SA,BE,400431059
1080234,"Hangzhou Great Star Industrial Co., Ltd.",CN,526959190
532516,"Paperchef, Inc.",CA,256830936
24635,Thai Theparos Public Company Limited,TH,659933824
571932,"Charoen Pokphand Foods Public Co., Ltd.",TH,672045011
266683,Frigorifico de Aves Soychu S.A. / Soychu,AR,971039631
1090117,Phenomenon Ltd,GR,728540050
1090132,"Chelten House Products, Inc.",US,
882825,Devi Fisheries Limited,IN,919063441
989599,Delicias Y Sabores Del Peru Eirl,PE,953619652
126335,Negrisa S.A.C,PE,953958667
1029667,Texchem Marine Labutta Limited,MM,659738679
575058,Chantovent SA - Groupe Jean D'Alibert,FR,267360741
885868,Pastificio F.lli Cellino Srl,IT,514086425
1078856,Parle Agro Pvt. Ltd.,IN,871598304
925565,"Nonna Pia's, a Division of Ocean Brands, GP",CA,203382452
1090098,"Zhong Shan Power Full Plastic Products Co., Ltd.",CN,543065141
577228,Muster & Dikson Service -Spa-,IT,429215692
1091774,Ohtsuka Chemical Industrial,JP,692405707
782584,"Dennick Fruit Source, LLC.",US,
568309,"TE-PE, S.A. / Tepesa by de Prado",ES,
899789,PT. First Marine Seafoods,ID,726863426
1063125,Pt Rahayu Perdana Trans,ID,726459142
1029251,"Jilin Jinya Nut Processing Co., Ltd.",CN,528441533
724697,Bodega y Vinedos Benedetti Srl,AR,978071053
128089,L.B. Food SDN BHD / Cocoaland Sdn Bhd / Cocoaland Industry Sdn Bhd / Chooi Ann Chaw,MY,597891191
1083636,Sabine's Collections Ltd.,CA,202757076
1053682,Hradfrystihus Hellissands hf,IS,366230535
1085061,"Chuko Awamori Distillery Co., Ltd.",JP,707340618
1015340,Aprovechamientos Ecologicos Costarricenses Sociedad Anonima,CR,
380325,Fratepietro Andrea,IT,434186154
1063018,Devi Fisheries Limited,IN,872317428
677410,Il Fornaio Del Casale S.P.A.,IT,437243090
1079943,"Legumbres El Maragato, S.L.",ES,461404072
22683,CL Warneton NV,BE,376711987
779247,Tropical Paradise Fruits Company S.A.,CR,853090819
1084453,Eco Foods S.A. de C.V.,SV,851260935
937345,"Thai Commodities Co., Ltd",TH,661748423
28178,Brasserie Du Bocq Sa / Du Bocq Brewery,BE,282837426
677122,Lelia Foods SA,GR,523509478
678105,Maffren SA,FR,260035662
841828,"Jinhua Wellmae Cosmetics Co., Ltd.",CN,543459963
363162,"Siam M.C. Co., Ltd.",TH,
862605,Corden Pharma Switzerland LLC,CH,481829653
402000,"Dravon Medical, Inc.",US,780435442
901575,"Quang Phat Co., Ltd.",VN,555394993
739296,"Sable Farming Company, Ltd.",MW,360301605
396045,Bioseal,US,186968939
397958,"Waters Medical Systems, LLC",US,556957871
672986,DSM Nutritional Products Nederland B.V.,NL,406211206
1070626,PT. Multi Nabati Sulawesi,ID,
958031,PT. Muria Bahari Indonesia,ID,727594678
1069243,LLC Medova Dolyna,UA,520949055
790596,Minerva Foods / Minerva S.A.,BR,900124736
244118,Ricegrowers Limited,AU,750686770
578189,SAS Pralus / Francois Pralus - Maitre Choclatier,FR,739579308
716673,Zespri International Limited,NZ,591208194
577640,"Rwashoscco, Ltd.",RW,559912427
1080000,Arteta SP. Z O O,PL,
887364,L'Onda Beverage Company S.A.C. /  L'Onda,PE,934998410
1043558,Acemoglu Gida San. Ve. Tic. Ltd. Sti.,TR,503934068
220800,Tilman S.A.,BE,374605855
1061475,"Bach Hy Company, Ltd.",VN,555274740
1061817,River Onions B.V.,NL,490176835
1060604,"Sunny Fields, S.A.P.I. de C.V.",MX,816640494
758113,"Shanghai Haote Food Industry Co., Ltd.",CN,527405703
927615,Penver Products Pvt. Ltd.,IN,677189246
1063380,Novamed-USA,US,831531426
657066,"Mouton Citrus (Pty)., Ltd.",ZA,636811077
900177,Rucaray S.A. / Exportador Y Servicios Rucaray,CL,980857445
714203,"Yumiba Trading Co., Ltd.",JP,694304734
245606,"Lucky Star Enterprise & Co., Ltd. / Lucky Worldwide Enterprise & Co., Ltd.",TW,656149416
811739,Newtech Feed Inc,CA,248279858
522469,Brij Health Care / Brij Honey Care,IN,862907572
334594,N.G.Callicounis S.A. Distilleries,GR,728563375
639375,Fruticola Del Sur Limited,CL,815636109
285772,Conservas y Salazones Arlequin S.L.,ES,468143347
584615,CRA Juice SL,ES,463610672
234444,Best Bottlers Pty Ltd,AU,741374060
31782,"Butlers Chocolates, Ltd.",IE,988597043
1064885,"Anhui Redstar Pharmaceutical Corp., Ltd.",CN,654682306
1049720,"Anyue Andre Lemon Co., Ltd.",CN,529412145
17212,Blue Harvest Foods LLC,US,
1073147,PT Riau Sakti United Plantations,ID,726757078
1001412,Alisur SAC,PE,664789723
353196,Estela Martinez Salgado,MX,
1013229,Suqian Cannery & Food Corp Ltd.,CN,529390478
1053957,Leben and Behagen Mexico S. de R.L. de C.V.,MX,812821962
870324,"Mitsubishi Heavy Industries, Ltd.",JP,695753749
963454,Imperia Foods Inc.,US,
874487,Agrintesa Soc Coop. Agricola,IT,
250299,Artesans Del Sucre Srl,RO,684829737
1041499,Nine Up Frozen Foods,IN,853185780
218247,"Coagro Co., Ltd / Amornhai Co., Ltd. / Kamolkij Co., Ltd. / Kasikij  Singha Co., Ltd. / Kasisuri Co., Ltd.",TH,
1086713,"Vedic Fanxipang Pharma Chemic Co., Ltd",VN,555308068
50116,Latteria Montello S.P.A,IT,436625586
1087047,El.Renieris & Co Bottling Plant,GR,506903792
1090806,Bohol Argo-Marine Development Corporation,PH,
58270,Plantin Sas,FR,277288734
656079,An Giang Fisheries Import & Export Join Stock Company,VN,555259134
1025863,"Chia Meei International Co., Ltd.",TW,658845631
907259,S.A.S. Michel Picard / Compagnie Vinicole De Bourgogne,FR,573430027
865963,Aceto Balsamico Condimenti E Dintorni Srl / Balsamic Vinegar Condiments & Surroundings,IT,338433941
77152,Aceto Balsamico del Duca di Adriano Grosoli S.r.l.,IT,438699928
1078572,"Shenzhen Rongzhichuang Technology Co., Ltd.",CN,544310288
893824,"Anhui Shengchen Food Co., Ltd.",CN,421301407
748651,PT. Bromelain Enzyme,ID,660015036
743326,Whitakers Chocolates Limited,UK,212408074
1041254,San Nicola Prosciuttificio del Sole S.p.A.,IT,435372707
622217,"HYS Ocean Biotechnology Industrial Co., Ltd.",CN,
988671,El Marwa Food Industries,EG,558097976
363859,Ficacci Romeo Srl / Ficacci Olive Company /  Romeo Ficacci s.r.l.,IT,431016385
1061339,Fromageries Lescure,FR,265590671
621088,Gelfruit Italia SRL,IT,428706280
11823,Uniroyal Marine Exports Ltd.,IN,863905630
1072727,"Citrofrut, S.A. de C.V.",MX,812652311
1074381,"Euromed Usa, Inc.",US,80319590
313648,"Hangzhou Huaan Medical & Health Instruments Co., Ltd.",CN,544611767
746518,Fresh-A S.A. De C.V.,MX,812768784
86578,Salumificio Piacenti Srl / Salumificio Toscano Piacenti SRL,IT,434835493
904159,Mylan Laboratories Limited (Unit-7),IN,650438141
313834,"Desert King de Mexico, S. de R. L. de C.V",MX,589803907
164310,Lantmannen Unibake Denmark A/S,DK,310086801
27670,Gebr Woerle GmbH,AT,300240637
82802,Goulibeur SAS,FR,738113885
643614,"Kim Anh Co., Ltd.",VN,555290886
394798,"Hart Enterprises, Inc.",US,87547725
276823,Alsons Aquaculture Corporation,PH,722062650
1069748,Haitai Hayang Factory,KR,689514665
234574,"Gopie Investments, Inc.",GY,816240056
786340,"Dalian Donglin Food Co., Ltd.",CN,528453603
1075329,"Mayushan Foods Co., Ltd.",TW,657085353
1018653,Lartirigoyen y Cia S.A.,AR,
1070850,"Shandong New Star Foodstuffs Co., Ltd.",CN,548157958
359728,Tenuta Bonotto delle Tezze / Bonotto Delle Tezze Tenuta Azienda Agricola,IT,429145961
1059068,Bergsenn AG,CH,481962632
239743,Gujarat Cooperative Milk Marketing Federation,IN,859673222
896184,"Tokyo Kanefuku Co., Ltd.",JP,691343801
572892,Bioalimenta Presented By Centro Estero Abruzzo,IT,
