CD Number,Company Name,Country Name,DUNS
1179746,"Abe Confection Co., Ltd.",JP,693137077
1334475,Maison Hebrard S.A.S.,FR,573216715
1420884,Aberden Alimentos Industria E Comercio Eireli,BR,898223267
334523,Global Pharma Healthcare Pvt Ltd,IN,860186917
759649,Global Grinders (Pty) Ltd,ZA,639405257
878958,"Evonik Active Oxygens, LLC",US,83570051
622421,"Niki Agathokleous, Ltd.",CY,520256463
1422871,TSM Brands LLC,US,79777521
816198,Nestle Brasil Ltda. - Sao Paulo DC,BR,901244129
368313,Yad Oren Food Products Marketing Ltd.,IL,532593365
1388261,Interport Logistica Ltda,BR,902300722
1409078,Kumagro S.A.,AR,
1362642,Doanh Nghiep Tu Nhan Thuong Mai Nam Phong Nam Phong Trading Company,VN,556108730
939079,Productos Rich SA de CV,MX,
1388284,Chilean South Apple S.A.,CL,952662540
1392284,Atlas Copco Airpower,BE,370002750
366435,I Vini Di Emilio Bulfon di Emilio Bulfon & C. S.S. / Azienda Agricola Emilio Bulfon,IT,560926805
1371572,Wimble Manufacturing Belgium B.V.B.,BE,370026277
1492005,Agropaine S.A.,CL,953779012
1182558,Magnum Brands Ltd,UK,732669291
837816,"Zhangpu Dachuan Food Industry Co., Ltd",CN,527041226
1485567,Campo Agricola Hayashi S.P.R. de R.L. de C.V.,MX,816684294
1508865,Pepsico (China) Limited,CN,
1525696,Aksan Kozmetik Sanayi Ve Ticaret Anonim Sirketi,TR,365577706
1039419,Hotta Katsutaro Shoten Company Limited,JP,707190385
1290487,"Ito En Sangyo Ltd.,",JP,702177973
1489056,Maruzen Food Industry Company Limited,JP,716222927
938695,Bell Flavors e Fragrancias do Brasil,BR,944317520
1491863,Lucky Yeh International Limited / Lucky Group (HK) Limited,CN,662783604
1499324,Avantgarde Spirits Company GmbH,DE,313354369
1039656,Griffith Foods,MX,810552984
1472100,Daiei Sangyo Kabushikigaisya Nagoya Koujyo,JP,695610469
1390665,Shimadaya Tohoku Corporation,JP,691465447
1207526,AVEBE Kartoffelstarkefabrik Prignitz/Wendland GmbH Luchow,DE,314027608
1521406,Ningbo Haishu Jintou Plastic Products Co LTD,CN,553023563
1182363,Comercial Greenvic,CL,954164228
1480014,Molino Roca S.L.,ES,468834893
1495526,Gypi sprl.,BE,373659929
1389978,"Natural Biotech EFN, LLC",US,34114838
1507410,Nestle Qingdao Ltd,CN,654686849
427544,"Shandong Tianli Pharmaceutical Co., Ltd.",CN,548748922
1534656,Bari Produce LLC,US,2122939
474124,Mastellone Hnos. S.A.,AR,970252482
959565,Gamma-A SIA,LV,645305277
1525928,European Commission Joint Reasea,BE,371124703
1532517,Expressive Design Group Asia Limited,CN,663217658
1547402,"LGM Pharma Solutions, LLC",US,117549198
1548706,Olive Lifesciences Pvt. Ltd.,IN,859653133
1468738,"Imperial Power Co., Ltd.",TW,657962890
325954,Josef Jansen & Co.,DE,315937474
52977,Jowa AG,CH,480000314
1334798,Belma S.A.,MA,367395099
1389806,Bdp Asia Pacific Limited,CN,668481641
1178373,Miller Milling Company,US,80341847
967862,Scatters Oils CC,ZA,557370845
859330,Fujiya Corporation,JP,705468239
1483450,"Najeeb Thawabi & Co., Ltd. / Anabtawi Sweets Factory",JO,557668369
1492308,Devgiri Exports,IN,871804309
1496704,"Kangna (Zhejiang) Medical Supplies Co., Ltd.",CN,554530173
834497,Laboratorios Vijosa S.A de C.V.,SV,851234229
1537084,FC Packaging (Jiangmen) Limited,CN,528181751
1018669,Skanemejerier Ostforadlingen AB / Skanemejerier Ek Forening,SE,
207573,La Spaziale SPA,IT,431762756
1460020,Pso Services Company Limited,VN,557147256
1474702,"Safer Products, LLC",US,98342011
1491513,"Ningbo Guangbo Import & Export Co., Ltd.",CN,545264249
85789,Admiral Packaging,US,75704999
1387848,"Harada Tea Processing Co., Ltd.",JP,717023357
1284665,Matsutani Nori Company Limited,JP,718569663
1493974,CSM Europe S.A.,BE,373133748
1514098,Sugaya Bussan Company Limited,JP,693923211
940184,"Mount Hope Wholesale, Inc.",US,80540802
1568748,"Frescos Del Pacifico, LLC",US,117586154
1570029,Establecimiento Frigorifico Azul S.A.,AR,970370854
1263925,"Atlantic Produce Exchange, LLC",US,
276003,"Ebara Foods Industry Co., Inc. (Tochigi Factory)",JP,713292071
1458887,Glemco S.A. De C.V.,MX,951579383
115498,PT Central Proteina Prima Tbk,ID,
1541972,"Xiamen Long Afterglow Co., Ltd.",CN,530604461
23768,Broadland Wineries Ltd,UK,226600963
976536,StarKist Samoa Co.,US,854997723
740760,Expotuna S.A,EC,815992146
1428380,La Tranquera Verde S.A.,AR,972871328
1500171,Yoshida Foods K.K.,JP,690934028
1316269,"Enburg Food (Mfg.) Co., Ltd.",TW,
834481,Ores S.A. De C.V./ORES SA de CV,SV,816052598
1402353,WowWee Group Limited,CN,669648099
1365221,Buki Additives- Buki Food Ind. Ltd.,IL,514766997
1378732,Colorado Cultivars USA LLC,US,93875766
1546862,"Chotiwat Manufacturing Co., Ltd.",TH,659741797
1262925,Unique Coffee Roasters,US,933817512
950769,Agropur Inc.,US,5441954
818983,"Morinaga & Co., Ltd. (Oyama Factory)",JP,695598805
1494631,Bignardi Industria E Comercio De Papeis E Artefatos Ltda.,BR,907157408
289683,"Ohara Co., Ltd.",JP,694404419
497103,"Interdrinks Co., Ltd",TH,671581712
1127840,Faske Industrial S.A. De C.V.,MX,813309796
799758,Choice Canning Company Inc,IN,862256963
353397,Crispo Denmark A/S,DK,305892477
1483681,Oleificio F.lli Barbi S.R.L.,IT,430208330
850105,"Ni Hau Industrial Co., Ltd.",TW,658274464
1496919,"Zibo Intrue Light Industrial Products Co., Ltd.",CN,545751351
1500887,Seafarm Products Spa,CL,952862851
1292752,UCC Fuji General Factory,JP,718549814
1568387,"Dalian Talent Home Deco (Thai) Co., Ltd.",TH,672036147
1489556,"Cinic Chemicals (Shanghai) Co., Ltd.",CN,545284663
1492858,Nestle Japan Limited,JP,694933305
1351628,Fonte Santafiora Spa,IT,434485696
955946,"Agropur, Inc.",US,37431827
980669,"Chungshan Shinyo Marine Products Co., Ltd.",CN,528096442
1182337,Beanworks Seeds & Grains BVBA,BE,370534585
1563550,Cento Gida Tarim Aracilik Insaat San. Ve Tic. A.S.,TR,519842435
1313946,"Agrivale, Agricultura do Vale Ltda.",BR,914573399
1497659,"Nantong Foreign Trade native produce & animal by-products Co., Ltd.",CN,420026809
1501472,"Lonza, LLC.",US,97859728
1529709,"Laboratorios Gramar, S.L.",ES,467930145
415263,"Guangdong Huaxing Glass Co., Ltd.",CN,529767394
1387668,Takaoka Seihaku K.K.,JP,693691040
1277718,"GS Food Co., Ltd.",JP,693567075
1539486,Lycored Bio Ltd.,IL,
1252181,CHASIOTIS SA,GR,683970694
1566175,"Zhejiang Wadou Creative Art Co., Ltd.",CN,421306716
1227315,"Hubei Rightway Technology CO., Ltd",CN,529127703
928091,Daisho Kyusyu Factory Limited Company,JP,692158468
1537279,OptiMel Schmelzgubtechnik GmbH,DE,313168866
1560079,Paradise Fruit Solutions GMBH And,DE,341540022
1473979,The Tea Spot,US,153073015
1062414,Citrosuco Europe N.V. - ANT0040088,BE,283504025
1499919,Health Tech Bio Activies S.L.U,ES,469263837
952110,Toms Polska SP. zoo,PL,426730817
1336047,Agriconserve Rega Societa Cooperativa,IT,440771907
888670,International Dehydrated Foods,US,65286981
1241239,"Obinata Co., Ltd.",JP,693261125
1525936,Logistical BV,BE,371998531
1548737,"Ningbo Sunburst International Trading Co., Ltd.",CN,528105021
1239250,"Shinmei kitchen Co., Ltd. (Kanto Factory) / Shinmei Seimai Co., Ltd. (Kanto Factory) / Shinmei Rice Mill Kanto Factory",JP,692149716
1470795,Shinerich Industrial Ltd.,CN,547042247
1245328,"Asahimatsu Shokuhin Co., Ltd. ( Iida Factory ) / Asahimatsu Foods Co., Ltd.",JP,706265436
1481697,Coconutts Enterprise Private Limited,AU,748080665
1500064,Panealba,IT,437476487
1544976,"Aalmir Plastic Industries, L.L.C.",AE,535025795
1485397,Norway Royal Salmon ASA,NO,518419080
1564055,"Shandong Jiaye General Merchandise Co., Ltd.",CN,544933476
1176964,Molino Naldoni S.R.L.,IT,438107203
1467363,Ganadera La Flor S.A.,CR,853109739
1468961,Diamo Kozmetik Sanayi ve Ticaret Anonim Sirketi,TR,504571389
472834,Headwind Industrial (China) Ltd.,CN,663080380
1499950,"Intrinsic Organics, LLC.",US,844568555
787874,"CABIO Biotech (Wuhan) Co., Ltd. Jiangxia Branch",CN,543401523
1279221,"Heze Ameva Foods Co., Ltd.",CN,
1548367,"B.B. Food Produce Co., Ltd.",TH,671899171
1158853,Cafe Orfeu. O Cafe especial do Brasil dba Cafe Fazenda Sertaozinho Ltda,BR,678432222
1478545,"Anchor Fasteners Industrial Co., Ltd.",TW,656214822
1489249,"Anhui Mingkai Food Co., Ltd.",CN,542173750
293391,SOCIETE FROMAGERE DE RETIERS,FR,494646672
1521598,"Hangzhou United Ascent Travelware Co., Ltd.",CN,527160240
1469405,Podis Bourg de Peage,FR,264609997
1493165,Sinomax Macao Commercial Offshore Limited,MO,448601377
1512018,Prisca Alimentacao S.A,PT,454521485
1329477,"Dandong Zhengrun Food Co., Ltd.",CN,
1473012,King's Flair Developmnet Ltd.,CN,664170709
1483511,"Wunderfood, LLC.",US,22409145
285321,Bangladesh Export Import Company Limited,BD,
938880,"Ningbo Meiteli Cosmetics Co., Ltd.",CN,546624772
1392500,Dan Dee International Ltd.,CN,663908226
1481412,Holiday Times Unlimited Inc.,CN,664025702
1508692,Omarsa S.A.,EC,886792789
794289,Asvini Fisheries Private Limited,IN,675594052
449527,"Congebec, Inc.",CA,243340689
1339769,"United Lemon Sales, LLC",US,80840894
841211,"Zhucheng Haotian Pharm Co., Ltd.",CN,544955420
1027792,IOI Oleo GmbH,DE,314231327
1569745,"Addison James Foods, Inc.",US,71856757
1469433,Sunjoy Industries Group Limited,CN,663858599
1320937,"Agrison, S.A.",EC,935136726
1542264,Arsha Seafood Exports,IN,878787569
1191618,Sciacqua En'chiara di Tarantino Fernando,IT,895697584
1193437,"Shigeno Seimen Co., Ltd. (Ibaraki Factory)",JP,716671818
1292978,UCC Rokko Island Factory,JP,718549848
1527428,Nestle Kuban LLC,RU,534937511
274561,"Nestle de Colombia, S.A.",CO,884992919
1538739,"Emilio Esteban, S.A.",ES,468428453
1438782,Makyaj Kozmetik Insaat Sanayi Ve Ticaret Limited Sirketi,TR,504546402
1489091,"Marunaga Confectionery Co., Ltd.",JP,714526050
1241700,Biscuits Leclerc Ltd,CA,203868471
1553209,"CLP Cosmetic Co., Ltd.",KR,695075539
1149683,"NattoPharma USA, Inc.",US,54486681
1477257,"Haruna Produce, Inc.",JP,691557061
1482233,Healkinbio Co.,KR,694039685
1512079,Gertex Hosiery Inc.,CA,201658481
1324432,T.O. Foods Company Limited,JP,716114280
1538465,"Gaoqing Anthente Container Package Co., Ltd",CN,543260417
1134503,"Olam Honduras, S.A. De C.V.",HN,850663840
28274,"Nihon Shokken Co., Ltd.",JP,690634153
1467638,TSM Ithalat Ihracat Sanayi Ve Dis Ticaret Limited Sirketi,TR,533158231
1387855,"Ginza Cozy Corner Co., Ltd.",JP,691395371
1387680,"Okinawa Kaien Kenkyusho, K.K.",JP,709928758
1517277,Toa Shuzo Company Limited,JP,701491599
1450139,The Cape Town Toiletry Company (PTY) LTD,ZA,638640982
1548660,"Jiangsu Oceangift Ocean Sci-Tech Co., Ltd",CN,560297077
972270,"Blue Farm Foods (Fujian) Co., Ltd.",CN,421153900
1549031,"Ningbo Jingyuan Trade Co., Ltd.",CN,545193257
1347309,Nestle De Colombia S A Centro Integrado De Servicios,CO,686846368
1552044,"Candido Miro, S.A.",ES,464032119
1469473,"Iron Force Industrial Co., Ltd.",TW,657265716
1495320,Theo and Philo Chocolate Factory Incorporated,PH,722869021
890974,"Shenzhen JWD.Technologies Co.,Ltd.",CN,529533761
1525934,Norbert Peeters,BE,371750611
1528114,MEMC LLC,US,79880187
1542691,Savis  S.R.L.,IT,541936118
50342,Baldo Industrie Alimentari S.R.L.,IT,438959553
1040885,Cooperativa Agroindustrial Lar,BR,678814029
1522605,Premier Brands of America Inc.,US,117557458
1477434,Toyo Shinyaku Co. Ltd.,JP,707265054
1507460,"New Mac Co., Ltd.",EG,559902657
1343948,Nestle Canada Inc - Edmonton DC,CA,201040875
1474244,"Chemo International, Inc.",US,801155094
1294840,"Gaban Co.,Ltd. Shizuoka Factory",JP,699680083
818114,"Kasugai Seika Co., Ltd.",JP,717186444
1387852,Morinaga Angel Dessert,JP,691013833
1547539,"International Additive Concepts, Inc.",US,98348449
1557396,"Fuji Electric Co., Ltd.",JP,690536743
288475,ADM  Chamtor,FR,
1094109,"Ken Ichi Kyo Frozen Foods Co., Ltd.",TW,657330783
1244871,PT. Aditama Sentosa Indonesia,ID,660007830
1541879,"Ching Feng Home Fashions Co., Ltd. / All Strong Industries (USA), Inc.",TW,656113065
1051013,Camanchaca Cultivos Sur S.A.,CL,980493829
318794,Cardowan Creameries Ltd,UK,214080293
1467475,"Mickelberry Gardens, LLC.",US,3517101
800710,"Sakura Food Co., Ltd.",VN,555272285
1473301,"Skin n Skin Co., Ltd.",KR,631090037
1395686,"FI Avocado, S. de R.L. de C.V.",MX,
1477602,"Panasonic Co., Ltd. (HK).",CN,662105352
1184249,Dabur Lanka (Pvt.) Ltd.,LK,659445055
1496999,Plastuni Operations N.V.,BE,375372885
639714,Takeda Belgium,BE,282855485
1530585,Radiant exports,IN,916785058
748842,Montenegro S.R.L.,IT,517004805
1569659,Golden Champion Industrial Ltd.,TW,658742813
1569706,Accord Carton Company,US,5139217
1017600,Adams Grain Company- Asa,US,942155102
1377671,Samley Teas (Pvt) Ltd.,LK,561796094
1495823,Mondial Gifts Sa/Nv,BE,283446565
659176,Upha Pharmaceuticals Sdn Bhd / CCM Pharmaceuticals Sdn Bhd / Duopharma Biotech Berhad,MY,652198680
1553181,"Hangzhou Lookon Commodity Co., Ltd.",CN,541760483
1342700,LOTTE-Nestle (Korea) Co. Ltd.,KR,687842070
1565789,Gelnex Industria E Comercio Ltda,BR,678612915
1491850,KidzTech Toys Manufacturing Limited,CN,680014323
965743,"Ready Pac, Inc.",US,29658759
1258449,"Heze Ameva Foods Co., Ltd.",CN,421368339
1324380,"Kikkoman Food Tech Co., Ltd.",JP,697043508
792840,Sumaqao S.A.C.,PE,934501988
1535463,Hubei Huanggang Yili Dairy Industry Company Limited,CN,526863459
445018,Calvo Conservas El Salvador S.A. de C.V.,SV,816053650
1142115,Dr C Soldan Gmbh,DE,315410159
1201427,FRANK POR LABORATORIES,MX,812756987
1239566,Spiceland Sirafim & Co.,EG,558091878
1386701,"Takemoto Oil & Fat Co., Ltd.",JP,717650878
1115431,Societe Des Eaux De Volvic,FR,274489350
1467890,JSW Enterprise LLC,US,845949192
1546737,"Croft Foods Co., Ltd",TH,661427175
1156157,"Hubei Jingtian Agricultural Science and Technology Development Co., Ltd.",CN,409069335
1490102,Meito Sangyo Company Limited,JP,691944911
1484364,"Ningbo Riway Daily Commodity Co., Ltd.",CN,540997562
1486713,Starboard Bio Limited,NZ,594918763
1496346,Galaxy Chemicals (Egypt) S.A.E.,EG,559900190
1339073,PT. Asianagro Agungjaya LLC,ID,726519825
1470643,Mercuries Asia Ltd.,TW,657344771
1472038,Alsa Alimentos S.P.R. de R.L. de C.V.,MX,812882454
1488461,"Yantai Taixi Foodstuff Co., Ltd.",CN,554504933
1520768,"Yongkang Xinduo Cups Co., Ltd.",CN,547918326
1524635,IPC Hong Kong Branch Limited,CN,662389311
1118956,"Inner Mongolia Baosui Pharmaceutical Co., Ltd.",CN,544506770
1468927,"Ningbo Roni Cosmetic Co.,Ltd",CN,411892769
1470443,Mattel Asia Pacific Sourcing Limited,CN,686559097
1149866,PIVEG,US,2222940
1507918,"ANGEL YEAST (BINZHOU)CO.,LTD.",CN,547084491
1563282,"Zhejiang Aishida Electric Co., Ltd.",CN,
769286,"Mizkan Americas, Inc.",US,874932155
1426149,"Guangzhou Gotdya Fine Chemical Co., Ltd",CN,551470189
470775,Vandeputte / Vindevogel Gauthier / Vandeputte Huilerie S.A.,BE,400696516
1546109,Mazzer Luigi S.P.A.,IT,436170666
1227939,"Broder Bros., Co.: Gaffney, SC",US,107044246
1542195,"Athenbe International Co., Ltd.",TW,656191605
1570572,Prime Time Toys Limited,CN,662159128
695456,"Shantou Gabet Foods Co.,Ltd",CN,529926730
919859,"Fujian Xinxing Food Co., Ltd",CN,544402173
1538905,"Le Casematte, S.r.l.",IT,339471907
1077200,Acetificio Brivio S.R.L.,IT,433915717
1039513,Cooperativa Agroindustrial - Copagril,BR,678566136
1477526,Mastercraft International Limited,CN,662688902
1496969,"Zibo Swiscom Light Industrial Co., Ltd.",CN,724118133
625777,Besins Healthcare Benelux,BE,371626958
727864,Pagnifique / Panamerican Food LLC,US,603950630
1536026,"INNOBEAUTE Co., Ltd.",KR,694324643
1553294,"Energia 5 Mas 1 Comercio, S.A. de C.V.",MX,
1563491,"Kaiyuan Hengtai Nutrition Co., Ltd.",CN,421274136
939461,"Mizkan Americas, Inc.",US,111258947
1242385,Lipingshang Foods Corporation,JP,691182521
1264771,Gianthope Arts Product (Huizhou) Company Limited,CN,529306767
1354199,"Takumiya Co., Ltd.",JP,716369269
1530971,Sigma-Aldrich Chemie GmbH,DE,314690553
1485488,"YEGREENA CO., LTD.",KR,690405240
927473,"Miki Mizkan Co., Ltd. Miki Plant",JP,713885564
1492974,X-Gin (BVBA).,BE,400924102
365783,Fattoria  Vignavecchia S.S.,IT,439592846
1321860,"Longhai Bestally Aromatic Co., Ltd. / Evonik Industries AG",DE,342662775
283774,Wakou Shokuhin Company Ltd.,JP,704296367
1128088,Kalyan Aqua & Marine Exports India PVT LTD,IN,676319293
710245,Sweet Green Fields LLC,US,
968150,J-Oil Mills Inc.,JP,711803697
958810,Cargill Incorporated,US,929797389
1480057,HEGGOLINE S.A. DE C.V.,MX,816579940
1568415,diamond brand co ltd,TH,660231176
29081,Tican Fresh Meat A/S,DK,307939392
1466769,Branford Ltd.,CN,662214196
1348516,"Nestle Mexico S.A. de C.V., Chiapas Factory",MX,588298471
120274,Tecnovin Do Brasil Ltda.,BR,899736243
1516410,Giiava Singapore Pte Ltd,SG,595100260
645094,Palmaju Edible Oil Sdn. Bhd.,MY,652091075
1122895,Aroma Rise,RO,683398429
86321,Quirante Fruits S.A.T.,ES,512746207
1552227,Azienda Agricola Ivo Gelmini,IT,434762623
1304971,Veteran Promotions S. de R.L. de C.V.,MX,812756357
1497158,Nippon Flour Mills Company Limited,JP,706246659
1499129,Meyer Industries Limited,TH,660085879
1548929,Acetificio Carandini Emilio S.P.A.,IT,437884475
23873,Chivers Hartley Ltd,UK,216551726
1387861,"Mary Chocolate Co., Ltd. (Funabashi Factory)",JP,716064766
674593,"Ningbo Homelink Plastic Product Manufacture Co., Ltd.",CN,546185733
1537218,Beautiwise (Huizhou) Limited,CN,554524549
1091752,PT Adhitya Serayakorita,ID,727450178
1084093,"Star Food Products, Inc.",US,23323105
1292152,Union Trading Comercio Importacao E Exportacao Ltda.,BR,900351143
1091437,Biocomercio S.L.U,ES,462397479
1186304,"Farmers Fresh Fruit Company, LP",US,968093638
1200073,Corona Family Farms,US,106406888
1369139,"GSA Farms, Inc.",US,75888371
1375321,"Cochise Groves Farming, Inc.",US,78369771
1375325,Carlson Creek Vineyard,US,21857018
819946,Theegarten-Pactec GmbH & Co. KG,DE,315320192
1221274,"Belden Barns Sonomoa, LLC",US,68922023
1131812,Rose Acre Farms Inc,US,126447150
1165041,Comex Global Ltd,NG,851741125
1618925,Genuine Georgia Group,US,8985057
1092965,Active Herb Trade Organic (A.H.T.O) Partnership,EG,851218978
1069231,Brazilian Pet LLC,US,117680522
983896,"Shah Trading Company, Ltd. (Pulse and Canning Plant)",CA,242302178
1620785,"Ningbo Goodbaby Child Products Co., Ltd.",CN,530001262
912818,Oukouiss SARL,MA,354168850
541910,Happy Valley Organics,US,969276724
989563,"Eurofresh Dominicana, SRL",DO,817469139
1142398,JV Bulungur-Sandvik LLC,UZ,537487702
1562206,Full Fresh Produce,US,80742155
1245325,Michigan Hop Alliance,US,80269598
1639841,Sterilance Medical (Suzhou) Inc.,CN,554434897
1531037,American Elements,US,3008716
1150751,PT Jala Sembilan,ID,727832755
1193821,PT. Java Biocolloid,ID,660016009
786873,A-Z Manufacturing and Trading Company SARL,LB,559867391
1587175,"Intercontinental Marketing Services Far East Co., Ltd.",TW,657246336
1567586,Buono (Thailand) Public Company Limited,TH,671601635
1344729,Nestle DSD - Seattle DC,US,129681529
1122853,Allied Pinnacle Pty Ltd,AU,747117326
1188779,Blue Tradition Fish Products Unipessoal Lda,PT,449328866
956198,Cargill Incorporated,US,94783594
770909,Carolina Ingredients,US,618572143
871887,Zaklad Przetworstwa Owocow I Warzyw ALMAR Robert Beben,PL,422953508
672570,Latin Lemon S.A.,AR,970860668
420024,"Jinhua Dongfangxiu Daily Chemicals Co., Ltd.",CN,528101178
1165808,H.O.T. Ree Industries (M) Sdn Bhd,MY,659305206
1425963,PT. Mulya Sari Mandiri,ID,660017222
1201381,Progressive Produce,US,80570227
759856,"Zhongshan Kunbo Foodstuff Import & Export Co., Ltd.",CN,528184193
1129609,Colla SPA,IT,440793943
851808,Asia Trading-Investment Joint Stock Company,VN,555396676
977583,"Suchasni Torgovelni Tekhnologii, TOV",UA,365444944
1562188,Fisher Family Produce LLC,US,85453776
1085590,Arbumasa XV Fishing Vessel,AR,
1347319,Tri An Factory of Nestle Vietnam,VN,626125846
1384646,Ball Metal Beverage Packaging Division,US,197312929
738884,Prova SAS,FR,275856919
1197644,HealthCaps LLC,US,80598982
1222642,Montague Bay Foods,CA,259992522
1235048,Empacadora Hill Brothers,US,
1380633,PT. DS Fishing Ind,ID,660018803
853404,Finca Alabama Grande,GT,840146761
1249960,"Select Ingredients, Inc.",US,46517711
1633470,Martin Bauer McCarran,US,80106467
1221776,"Peas of Mind, LLC",US,178417924
1639505,Pinas Cultivadas de Costa Rica SA,CR,815743402
1196055,Michigan Fresh Marketing LLC,US,168186570
577418,CV. Putra Nusa,ID,728862173
1216164,San Martin Distributing Inc.,US,
487026,"Dalian Jinying Marine Products Co., Ltd.",CN,654660570
1358326,"Windswept Orchards, LLC",US,79699772
966458,Sam's Club 8106,US,797846250
1629362,Ingredion,US,117074253
1152315,Royal Greenland A/S,GL,305934330
1221711,Kettel Krakkers LLC,US,73633160
1642221,Agresta SA,GR,524901060
331072,"Oman Milk products (Dairy) Company SFZCO, LLC",OM,557932101
494344,Aone Enterprises,IN,879263855
495796,"Goodbaby Child Products Co., Ltd.",CN,654339605
1138324,C.V. Alam Laut,ID,660017235
949051,Dockside Fresh,US,941115255
1632215,King Long Metal Industrial Kunshan,CN,530347392
265389,Cavendish Farms /  Omstead Foods Ltd.,CA,202676557
1353200,Chicken Soup for the Soul Pet Food,US,116878677
477300,Double Deuce Jamaica Limited,JM,816428061
1622378,Puig International S.A.,CH,486679996
1221332,"Epicurean Solutions SF, LLC",US,117714640
1365907,"Zhejiang Letai Optical Glasses Co., Ltd",CN,541531804
1107946,Almazara El Dorado SL,ES,469854936
763685,Wrizerfood F&B Sdn Bhd,MY,659304994
1210921,Intercros SARL AU,MA,559920294
234077,Jintown Enterprise Ltd.,CN,663108298
1644248,Al Karam Towel Industries (Pvt.) Ltd.,PK,645521449
98017,"Atrahan Transformation, Inc.",CA,202667697
571725,"Lodestone Diversified, Inc.",US,185494932
904552,"Omnilife USA, Inc",US,50265237
1610861,Almas Metal Indonesia. PT,ID,726931186
1278701,Regatta Tropicals,US,797029055
967935,Royal Greenland A/S,GL,
966191,Royal Greenland A/S,DK,
1000054,Agro Hub International (Pvt) Ltd,PK,645813796
550434,Hilmar Cheese Company,US,783454056
1197955,Lassonde Pappas and Co. Inc. Maryland,US,108759449
924562,Ets. Mandy-Mapol SA,NL,282841345
1215747,Universal Sweets Industries S.A.,EC,
1236127,"Xsant, S.A. de C.V.",MX,812834024
1574410,Chicago Vegan Foods,US,168985013
895556,Ingy's Citrus Pty. Ltd.,AU,750212774
828221,Ganda Kota Sdn Bhd,MY,534417346
707423,Coomarpes Ltda,AR,973249978
1188719,A to Z India Impex,IN,854193595
1578140,"Russo Packaging, LP",US,84066663
1078045,Ramon Femenino,GT,816179702
521541,Oriental Pacific Seafood Corp.,KR,689553055
840648,Hunan Tiancheng Biochemical Technology Co LTD,CN,543442393
1599331,Oxea GmbH,DE,312528894
1613950,Silver Textile Factory,PK,645394354
1069924,Frutera del Pacifico S.A.,GT,840146843
420156,"BCR Holdings, LLC",US,826464260
966194,Royal Greenland A/S,DK,
1221273,Belcampo Meat Co,US,40373233
1335768,LT Multi Services SAC,PE,664792602
1052563,Icepak New Zealand Limited,NZ,594972162
881417,Arbumasa XXVI,AR,
755001,"RioPlex Distributors, L.L.C.",US,27260150
1602219,Olvea Netherlands B.V.,NL,
1457338,"Fairoils EPZ, Ltd",KE,851741022
996538,"Onuge Personal Care (Guangzhou) Co.,Ltd",CN,529934092
1222103,Fork in the Road Foods,US,40639034
543585,Naturipe Berry Growers,US,148795292
1221743,"St. John Family Farms, LLc",US,44040393
1245333,Country Connection,US,791465037
1058652,Postobon S A,CO,886123925
1361782,Vemedim Veterinary Drugs and Probiotics Company Ltd,VN,555364361
1589958,"Vdf Futureceuticals, Inc.",US,79694007
1205797,"Aurora Organic Dairy, Inc.",US,80865305
1232139,"Riversweets, LLC",US,80840691
1244851,Pure Ground Ingredients,US,78489934
1158257,Dollar Storage,US,117704654
711948,"La Rocca Creative Cakes, Inc.",CA,247074768
1333131,Pleass Global Limited,FJ,631184398
1068252,Productos Verde Valle S.A. de C.V.,MX,815437538
1568794,"Daiya Foods, Inc.",CA,
1389583,Unicafe Companhia de Comercio Exterior,BR,911445328
1042514,Olive Olea Crete S.A.,GR,503206793
1345461,"Nestle Venezuela, S. A.",VE,817307102
235018,Camau Seafood Factory No.4,VN,556558735
1385611,Koperasi Gayo Lauser Antara,ID,660017220
849859,Fiskvinnslan Kambur hf,IS,647106546
1012348,Fogo Island Co-Operative Society Limited,CA,203482245
1029962,"Aliet Green, Ltd.",ID,726988269
947820,Total Nutrition Technology,US,149403094
1055593,"Burke Distributing Co., LLC",US,19187061
701715,Albulena & Herbs Ltd,AL,506527929
1129961,Fishing Company Neptuno LLC,UA,365367427
1616495,Koperasi Petani Kopi Arabika,ID,660018770
795069,"Protecom, Inc.",US,825455210
1221720,The New Primal,US,967560491
1631623,Shokakuen Co.Ltd.,JP,498322222
1387545,Cafeeira Fundao Comercio Exportacao Ltda.,BR,910417307
90217,Akraborg ehf,IS,
711667,Covestro LLC,US,838291813
1049564,Biosun Biochemicals Inc. / Biosun FFI,US,966245169
950879,SI03 Inc.,US,141855580
780758,Servicios Agroindustriales Danilo Neftali Valdes Lazo,CL,
1572911,Tsarouchas Bros S.A.,GR,355401810
473453,Club Coffee,CA,246457741
1081704,"Jiangmen City Calay Candy Co., Ltd.",CN,402902968
798640,SAS La Medocaine d'Embouteillage 6584 PW 33,FR,
1550852,McGregor's Greens,US,117242996
1608019,PMI Joinease Holdings Limited,CN,667870955
571610,"Ippolito International / Ippolito Produce / Sunsation Farms, Inc.",US,198441847
874857,Minh Tien Group Joint Stock Company Mtg Ngoc Hoi Export Coffee Processing Factory,VN,673628726
240623,Keshodwala Foods,IN,676245443
919169,Maurt SRL,MD,535094467
791996,Carita Jamaica Ltd,JM,816427980
1586808,Ab Gyllensvaans Moebler,SE,354391328
1591707,Sky Plus Trading (M) Sdn. Bhd.,MY,
1261925,Beauty Application Srl,IT,434268837
244065,The Global Green Co. Ltd-Unit Venkatapur,IN,677605824
